customer_id,latitude,longitude,volume,hub_id,distance_km,weighted_distance
C00078,12.9610487,77.5261786,3,3,4.852183992322053,14.556551976966158
C00079,13.0006526,77.6755508,4,1,5.562041483455798,22.24816593382319
C00080,12.9600613,77.6451094,1,1,2.845007640953002,2.845007640953002
C00081,12.9721584,77.5830647,3,5,4.024165415916975,12.072496247750923
C00082,12.9701437,77.5762001,4,5,3.7685156182317705,15.074062472927082
C00083,12.939797,77.7471995,9,7,3.726368048701149,33.53731243831034
C00084,13.0470848,77.5735469,2,2,3.8378605033494573,7.6757210066989146
C00085,13.0233107,77.6373863,2,1,4.867819324554709,9.735638649109418
C00086,12.9772008,77.5733371,2,5,2.940074131407332,5.880148262814664
C00087,12.9517821,77.7001004,6,7,2.947660108742197,17.685960652453183
C00088,12.9857306,77.6145196,4,1,1.665691987439382,6.662767949757528
C00089,12.9958696,77.5025178,2,5,6.107232627087242,12.214465254174485
C00090,12.9095608,77.6043781,5,8,2.3727458602121123,11.863729301060562
C00091,12.915413,77.6357011,4,4,3.4774843561357365,13.909937424542946
C00092,12.9408887,77.6957776,7,7,4.024728124892397,28.17309687424678
C00093,13.0116759,77.5548264,2,5,1.4080425737897029,2.8160851475794058
C00094,12.9141965,77.6098793,3,8,2.7961942763712946,8.388582829113883
C00095,12.9895619,77.7327219,3,7,2.930071049552736,8.790213148658207
C00096,12.9201628,77.6846279,1,4,3.9431789716068537,3.9431789716068537
C00097,12.9720276,77.6803329,4,7,4.805466262179255,19.22186504871702
C00098,12.9608058,77.7201818,4,7,0.5800040767490736,2.3200163069962945
C00099,12.86652,77.5993069,3,8,5.969610903429181,17.90883271028754
C00100,12.9793925,77.7512601,3,7,3.392446073121259,10.177338219363776
C00101,12.9583212,77.659636,1,1,4.131590180534101,4.131590180534101
C00102,13.0491569,77.4874879,2,5,9.478831606163755,18.95766321232751
C00103,12.8677963,77.5769733,3,8,5.6667477826963095,17.00024334808893
C00104,13.0706821,77.5901444,2,2,0.9959401124475854,1.9918802248951708
C00105,13.095608,77.4040855,3,5,19.861420063817715,59.58426019145314
C00106,12.9561059,77.728155,4,7,1.0401266481912863,4.160506592765145
C00107,12.8057638,77.6993057,12,4,10.723692156018807,128.68430587222568
C00108,13.1261778,77.5665048,4,2,5.662443726641498,22.64977490656599
C00109,13.1917707,77.6449996,4,6,5.258386241844833,21.03354496737933
C00110,12.9808177,77.535785,3,5,3.2330266027102903,9.699079808130872
C00111,12.991706,77.6893145,1,7,4.813419813889341,4.813419813889341
C00112,12.9893109,77.7284525,3,7,2.7860569288724246,8.358170786617274
C00113,13.0859294,77.5554179,3,2,3.5103877204013,10.5311631612039
C00114,12.9583367,77.7154806,19,7,1.1458894669930197,21.771899872867376
C00115,12.9835508,77.602996,3,1,2.8232560973443075,8.469768292032922
C00116,13.1993319,77.7088604,4,6,4.559832584095324,18.239330336381297
C00117,12.840586,77.6512633,3,4,6.02698092291237,18.08094276873711
C00118,12.9463287,77.6815209,1,7,5.026598189459362,5.026598189459362
C00119,12.9853462,77.5708101,7,5,2.049952242128261,14.349665694897828
C00120,12.9524904,77.5773248,6,8,3.8471060769527328,23.082636461716397
C00121,12.9360247,77.7211769,6,7,3.170744212895443,19.02446527737266
C00122,12.9787862,77.6406827,2,1,1.301925164715061,2.603850329430122
C00123,13.0793576,77.607557,9,2,2.228767987964917,20.058911891684254
C00124,12.9466331,77.6186349,1,1,3.870604943340232,3.870604943340232
C00125,12.920006,77.6208506,5,8,3.951185998720876,19.75592999360438
C00126,13.0479002,77.5137672,15,5,7.239699887507136,108.59549831260705
C00127,12.9721449,77.6518743,2,1,2.660230205201758,5.320460410403516
C00128,12.9587374,77.5635594,2,5,4.54590812835771,9.09181625671542
C00129,12.999958,77.5526294,4,5,0.6563084184467146,2.6252336737868585
C00130,13.0191154,77.5851502,2,5,3.6014937404720566,7.202987480944113
C00131,12.9167139,77.6214094,1,8,4.012788782621093,4.012788782621093
C00132,13.0848432,77.6406397,3,2,5.852692352254635,17.558077056763903
C00133,12.9915545,77.5710486,2,5,1.6082847677465233,3.2165695354930466
C00134,12.9698194,77.6317472,5,1,1.1889414838569154,5.944707419284577
C00135,13.0295035,77.6379716,2,1,5.553219414937079,11.106438829874158
C00136,13.0813561,77.5597829,10,2,2.965568938018331,29.65568938018331
C00137,12.9827024,77.6346767,2,1,0.7002941704829068,1.4005883409658135
C00138,13.0018848,77.5944286,3,5,3.891368594852346,11.674105784557039
C00139,13.0553751,77.6322956,6,2,5.573404799735392,33.44042879841235
C00140,12.976856,77.5930816,1,1,3.8916306633590048,3.8916306633590048
C00141,13.0013412,77.6149976,4,1,2.7812667660271764,11.125067064108705
C00142,12.8983182,77.6198745,8,4,4.327655998158467,34.621247985267736
C00143,12.9366068,77.5176248,1,3,2.724510329762797,2.724510329762797
C00144,12.9827236,77.5871529,4,5,3.6089492316808447,14.435796926723379
C00145,12.9794855,77.6950527,4,7,3.5451084975585134,14.180433990234054
C00146,12.9540038,77.5801262,6,8,3.9635131999539213,23.78107919972353
C00147,12.931257,77.7418047,1,7,4.164373753893071,4.164373753893071
C00148,13.1284262,77.5725129,1,2,5.678029596358643,5.678029596358643
C00149,12.961826,77.6388929,5,1,2.3074865864841367,11.537432932420684
C00150,12.9416715,77.5251166,4,3,3.6547802826197735,14.619121130479094
C00151,12.9736956,77.6536931,4,1,2.7984350323091984,11.193740129236794
C00152,13.0108586,77.5069287,4,5,5.753366089191529,23.013464356766114
C00153,12.9371376,77.6241392,2,8,4.775433479855852,9.550866959711705
C00154,13.0258423,77.585423,4,5,4.114102350783282,16.45640940313313
C00155,12.9423428,77.6947814,4,7,4.006787951992249,16.027151807968995
C00156,13.0666217,77.5961004,2,2,1.700536267859572,3.401072535719144
C00157,13.1259046,77.5917583,12,2,5.201913527330115,62.42296232796138
C00158,12.9348122,77.612678,5,8,3.5555197824247236,17.77759891212362
C00159,12.8914399,77.577242,1,8,3.0923947543286823,3.0923947543286823
C00160,12.9151456,77.6325028,5,4,3.7247907220968957,18.623953610484477
C00161,13.1038383,77.5742273,2,2,3.0659584257165795,6.131916851433159
C00162,12.9713557,77.6063804,6,1,2.618722306580222,15.712333839481332
C00163,12.920717,77.6868756,7,4,4.158400825067571,29.108805775472998
C00164,12.981279,77.7088355,2,7,2.473950564810497,4.947901129620994
C00165,12.9492162,77.585193,7,8,3.405898863736302,23.841292046154116
C00166,12.9338175,77.6201615,4,8,4.229454473323295,16.91781789329318
C00167,12.8379839,77.6027762,6,4,8.776351031709963,52.65810619025977
C00168,13.1179122,77.6887357,13,6,5.256279491557697,68.33163339025006
C00169,12.9496369,77.5769836,3,8,3.5466954795492964,10.64008643864789
C00170,12.9582751,77.5866433,2,8,4.413981447465136,8.827962894930272
C00171,12.9212407,77.5721232,2,8,1.378437367784543,2.756874735569086
C00172,12.8775861,77.5445791,2,8,6.265294126596571,12.530588253193143
C00173,13.0510007,77.5077223,3,5,7.939106175031901,23.8173185250957
C00174,12.9586058,77.5649032,4,5,4.579683922594308,18.31873569037723
C00175,12.9691447,77.6244445,4,1,1.306288537981804,5.225154151927216
C00176,12.9728225,77.537934,6,5,3.7143931306845426,22.286358784107257
C00177,12.9409367,77.6958029,3,7,4.019185542260616,12.05755662678185
C00178,12.9743165,77.6076285,9,1,2.3845676606770065,21.46110894609306
C00179,12.9481356,77.5999766,3,8,3.6904296290282415,11.071288887084725
C00180,12.9916949,77.5710365,22,5,1.598709361577914,35.17160595471411
C00181,12.8976252,77.5994818,5,8,2.822095021196747,14.110475105983735
C00182,12.8807559,77.6455534,2,4,2.1429444118620706,4.285888823724141
C00183,12.9249266,77.6890972,2,4,4.659753637695563,9.319507275391127
C00184,13.1998005,77.7106771,5,6,4.715426372322529,23.577131861612646
C00185,12.9028697,77.5214198,3,3,4.429175328544301,13.287525985632904
C00186,13.040877,77.6183731,5,2,5.433149607075889,27.165748035379448
C00187,12.9556699,77.5402492,5,5,5.249495826298963,26.247479131494813
C00188,12.9733973,77.5781068,3,5,3.580491362914007,10.741474088742022
C00189,13.0978039,77.5811889,2,2,2.160511830155773,4.321023660311546
C00190,12.9531464,77.652966,1,1,3.979821670104111,3.979821670104111
C00191,13.0453792,77.6267297,2,2,5.704324974048237,11.408649948096475
C00192,13.0186697,77.6596016,6,1,5.42006023225551,32.520361393533065
C00193,12.9889735,77.5468723,4,5,1.7322774330632351,6.9291097322529405
C00194,13.024502,77.6033331,1,5,5.581851301374225,5.581851301374225
C00195,12.9063347,77.4691479,4,3,3.8169872547565777,15.267949019026311
C00196,12.882941,77.5831498,4,8,3.933871096935884,15.735484387743536
C00197,12.9558441,77.6928214,2,7,3.5121092480364133,7.024218496072827
C00198,13.002768,77.5536287,4,5,0.6535864171766803,2.6143456687067212
C00199,12.9284272,77.5365559,3,3,4.736758320765797,14.21027496229739
C00200,13.0401523,77.6794578,1,1,8.624479027835124,8.624479027835124
C00201,12.9034398,77.5161114,4,3,4.000155203325547,16.000620813302188
C00202,13.03553,77.5027084,5,5,7.263723137252306,36.31861568626153
C00203,12.9100981,77.5921837,7,8,1.2459818308315032,8.721872815820522
C00204,12.8349928,77.695376,7,4,7.644899330997401,53.5142953169818
C00205,12.8914742,77.5816905,1,8,3.0020883300972785,3.0020883300972785
C00206,13.0670424,77.5539093,2,2,3.8343699746981548,7.6687399493963095
C00207,12.9089414,77.6517168,5,4,1.8171727596577083,9.08586379828854
C00208,12.9713351,77.6068689,5,1,2.570438094608951,12.852190473044756
C00209,12.9288673,77.5850418,5,8,1.154090501382692,5.77045250691346
C00210,12.9611063,77.5089279,49,3,3.690665880786512,180.84262815853907
C00211,12.9284692,77.5839834,5,8,1.1099022106789478,5.549511053394739
C00212,12.9899192,77.5718369,7,5,1.7821823084177104,12.475276158923974
C00213,12.9334096,77.5622345,6,8,2.929657676774453,17.577946060646717
C00214,12.919989,77.5139568,5,3,2.609770402587327,13.048852012936635
C00215,12.933081,77.7426334,3,7,4.031395631834553,12.094186895503661
C00216,12.9622462,77.6189542,6,1,2.250867206201909,13.505203237211454
C00217,13.0363059,77.5748837,2,5,4.436018421326806,8.872036842653612
C00218,12.9049503,77.6958191,3,4,4.109903481482783,12.329710444448349
C00219,12.9143691,77.600264,2,8,1.770829395926687,3.541658791853374
C00220,12.93132,77.6088007,4,8,2.998688648207747,11.994754592830988
C00221,12.9965158,77.6684619,17,1,4.67380666727827,79.45471334373059
C00222,13.0691775,77.6154768,1,2,3.2791802413392386,3.2791802413392386
C00223,12.9733,77.6074809,5,1,2.4327200208849424,12.163600104424713
C00224,13.0481669,77.6288875,1,2,5.692176341522236,5.692176341522236
C00225,12.9875238,77.7469566,2,7,3.567199824532739,7.134399649065478
C00226,12.9975851,77.6136744,7,1,2.531473188603138,17.720312320221968
C00227,12.9222167,77.5893947,3,8,0.6754671119336269,2.0264013358008803
C00228,12.9386194,77.6968704,2,7,4.106796220828017,8.213592441656035
C00229,12.9334666,77.6208718,2,8,4.284973699722907,8.569947399445814
C00230,12.952795,77.6402944,5,1,3.2769602696894085,16.38480134844704
C00231,12.9375675,77.7476451,2,7,3.942806885919834,7.885613771839668
C00232,13.073014,77.7921381,4,7,14.10825758279985,56.4330303311994
C00233,13.1045677,77.4344668,3,2,16.78960717572957,50.368821527188715
C00234,12.8932294,77.6199699,2,4,4.297847588477457,8.595695176954914
C00235,12.980827,77.6397762,15,1,1.196960188542387,17.954402828135805
C00236,12.9603157,77.5930493,5,1,4.456783228613105,22.283916143065525
C00237,12.9365433,77.6067081,1,8,3.13456186124404,3.13456186124404
C00238,12.9738764,77.609241,4,1,2.231274270674469,8.925097082697876
C00239,12.8655685,77.6001278,2,8,6.095332137972695,12.19066427594539
C00240,12.9702558,77.6281889,6,1,1.0977306078846687,6.586383647308012
C00241,12.9048732,77.7251308,2,7,6.606540852729636,13.213081705459272
C00242,13.0420275,77.6196581,3,2,5.424468688809352,16.273406066428056
C00243,13.0753537,77.5676271,5,2,2.145637545628293,10.728187728141465
C00244,12.9641353,77.5513024,6,5,3.9977488950928195,23.986493370556918
C00245,12.9167282,77.5997303,1,8,1.665145008770549,1.665145008770549
C00246,12.9786029,77.6310756,3,1,0.30349845944056314,0.9104953783216894
C00247,12.9208893,77.5971712,2,8,1.402380621596407,2.804761243192814
C00248,12.9491329,77.6213403,2,1,3.5276396661369143,7.0552793322738285
C00249,12.9652692,77.6393889,11,1,2.011023035961647,22.12125339557812
C00250,12.9110517,77.6517239,4,4,2.0263847771930577,8.10553910877223
C00251,12.9366448,77.612113,1,8,3.611888214190272,3.611888214190272
C00252,12.9156309,77.6468534,6,4,2.7212900247093263,16.32774014825596
C00253,13.1050815,77.5928726,15,2,2.940829189142434,44.11243783713651
C00254,13.0287464,77.6638996,7,1,6.5934033355243935,46.153823348670755
C00255,13.0056502,77.5485621,1,5,1.288860790017624,1.288860790017624
C00256,13.0296128,77.5607646,2,5,3.338467936241968,6.676935872483936
C00257,12.9829836,77.5856052,8,5,3.450689787680964,27.605518301447713
C00258,13.0350701,77.5276471,2,5,5.177972022474223,10.355944044948446
C00259,12.9708565,77.6067087,5,1,2.6069976420303123,13.03498821015156
C00260,12.9251926,77.6803632,6,4,4.089165167317953,24.534991003907717
C00261,12.9314394,77.6913134,2,7,5.095965634509299,10.191931269018598
C00262,12.8482581,77.6625319,3,4,5.120916842166589,15.362750526499767
C00263,12.9227496,77.5839284,1,8,0.47936730865714133,0.47936730865714133
C00264,12.9179468,77.6493572,2,4,2.828490949853171,5.656981899706342
C00265,12.9977968,77.6959728,3,7,4.771653666604703,14.314960999814108
C00266,12.9672774,77.7163372,1,7,0.8784149750142987,0.8784149750142987
C00267,12.9698067,77.6383793,10,1,1.5493106746315992,15.493106746315991
C00268,12.9989861,77.550271,1,5,0.9124774762235888,0.9124774762235888
C00269,12.8897698,77.5941264,2,8,3.343023134505231,6.686046269010462
C00270,12.9435401,77.5618941,4,8,3.7057654113771323,14.82306164550853
C00271,13.0320546,77.5698106,9,5,3.7988985001945927,34.19008650175134
C00272,13.0308448,77.6686663,1,1,7.087995215469455,7.087995215469455
C00273,13.0040144,77.568516,7,5,1.1797089484790078,8.257962639353055
C00274,13.057495,77.5902182,3,2,2.4211771272898845,7.263531381869654
C00275,12.9789434,77.6331909,2,1,0.4981756067376614,0.9963512134753228
C00276,12.9858992,77.5557672,5,5,1.5404287686624978,7.702143843312489
C00277,12.9899286,77.7285916,4,7,2.8560324938770765,11.424129975508306
C00278,12.9696041,77.6243903,2,1,1.2611762865049057,2.5223525730098113
C00279,12.991464,77.6151865,3,1,1.934381064802172,5.803143194406516
C00280,12.9737687,77.643565,3,1,1.7547373241435704,5.2642119724307115
C00281,12.8763595,77.6026806,4,8,5.060845674626375,20.2433826985055
C00282,12.9164462,77.6072593,5,8,2.4816514852681433,12.408257426340716
C00283,13.023763,77.6029395,10,5,5.504449840344409,55.044498403444095
C00284,12.8916707,77.6195466,1,4,4.352478138185464,4.352478138185464
C00285,12.9826459,77.5374853,15,5,2.961906489800758,44.42859734701137
C00286,12.9017004,77.5823794,1,8,1.8688115665602167,1.8688115665602167
C00287,12.9898377,77.5550568,3,5,1.141232529981829,3.423697589945487
C00288,12.9796156,77.6413767,5,1,1.3697117349918608,6.848558674959304
C00289,12.9973063,77.6138674,4,1,2.4943917578583688,9.977567031433475
C00290,13.0520168,77.6460806,2,2,7.077875069775522,14.155750139551044
C00291,13.0383902,77.6640554,3,1,7.498402425270554,22.495207275811662
C00292,12.9385446,77.6261803,2,1,4.6148261504624415,9.229652300924883
C00293,12.9082067,77.6516183,2,4,1.75088027194542,3.50176054389084
C00294,12.9749863,77.6066026,6,1,2.4737518795883693,14.842511277530216
C00295,13.0987887,77.5728817,4,2,2.6613991000654322,10.645596400261729
C00296,13.0078677,77.5795899,2,5,2.452439918652735,4.90487983730547
C00297,13.0662346,77.5972173,6,2,1.8072088635678463,10.843253181407079
C00298,13.1412357,77.5260412,4,2,9.540059590987607,38.16023836395043
C00299,12.9174473,77.5777675,6,8,0.7391133862421404,4.434680317452843
C00300,12.9322826,77.5836572,5,8,1.5333310258667767,7.666655129333884
C00301,12.9635616,77.7493148,2,7,2.758235229941803,5.516470459883606
C00302,12.9365891,77.7503139,2,7,4.216713495474458,8.433426990948917
C00303,12.9636734,77.5740355,6,5,4.305058538386977,25.83035123032186
C00304,12.951206,77.5916371,5,8,3.707299684018113,18.536498420090567
C00305,12.935039,77.5859186,3,8,1.8422198328834807,5.526659498650442
C00306,12.9375291,77.6176417,4,8,4.172532181635583,16.690128726542333
C00307,12.9557182,77.7243611,8,7,0.9775638949383947,7.8205111595071575
C00308,13.0367319,77.5237031,2,5,5.599779376232148,11.199558752464297
C00309,13.0575391,77.6439643,5,2,6.6262206088983255,33.131103044491624
C00310,12.9147654,77.6383124,3,4,3.2214848189184635,9.66445445675539
C00311,12.9812894,77.610261,3,1,2.0133914320035466,6.04017429601064
C00312,13.0287107,77.5193387,7,5,5.352712080306813,37.46898456214769
C00313,12.9784564,77.708794,6,7,2.2527073211339395,13.516243926803636
C00314,13.0483167,77.574566,6,2,3.669994964217293,22.019969785303758
C00315,13.1095538,77.6344905,8,2,6.153582703534075,49.2286616282726
C00316,12.9870531,77.5946559,3,1,3.781354945512139,11.344064836536418
C00317,13.0582022,77.6437419,5,2,6.577485098465622,32.887425492328106
C00318,12.9766767,77.5761455,3,5,3.162036970427231,9.486110911281694
C00319,12.8920902,77.5815631,4,8,2.935730396801432,11.742921587205728
C00320,13.0032862,77.5499273,3,5,1.0353075249592463,3.105922574877739
C00321,13.086031,77.6862593,4,6,8.772546570749066,35.090186282996264
C00322,12.8975618,77.5464399,5,8,4.735522417992108,23.67761208996054
C00323,13.0283661,77.5863827,2,5,4.387209208271328,8.774418416542655
C00324,12.9943339,77.6155865,14,1,2.124123036683075,29.737722513563046
C00325,12.9875385,77.7461558,2,7,3.507997261302577,7.015994522605154
C00326,12.966924,77.5745737,1,5,4.0007095200971925,4.0007095200971925
C00327,12.9730408,77.6154753,7,1,1.644346835668277,11.51042784967794
C00328,13.0554499,77.6002759,6,2,2.99121472805959,17.94728836835754
C00329,12.9785564,77.6294684,5,1,0.1925340718060482,0.962670359030241
C00330,12.9824433,77.5927509,5,1,3.9184958213045,19.5924791065225
C00331,12.910925,77.6098697,3,8,2.8784744450042132,8.63542333501264
C00332,12.9564476,77.6963172,2,7,3.129029772430085,6.25805954486017
C00333,13.0146244,77.5852695,4,5,3.3371354592957823,13.348541837183129
C00334,12.9390389,77.6259421,2,1,4.561879663624309,9.123759327248617
C00335,13.0380621,77.6261302,7,2,6.2204280012576705,43.54299600880369
C00336,12.9945193,77.7578103,3,7,4.95442249059495,14.863267471784848
C00337,12.9709404,77.6402441,2,1,1.609925702482059,3.219851404964118
C00338,12.9884188,77.5378231,3,5,2.5741633106886614,7.722489932065985
C00339,12.9511633,77.6402859,4,1,3.4442627894062166,13.777051157624866
C00340,13.0610952,77.5065467,2,5,8.85646452765822,17.71292905531644
C00341,12.9276696,77.5150909,2,3,2.4327098027550904,4.865419605510181
C00342,12.9444948,77.6297409,4,1,3.9489812662804864,15.795925065121946
C00343,12.8929425,77.6077625,4,8,3.7892322058180783,15.156928823272313
C00344,12.9919093,77.5705987,2,5,1.5459204771432298,3.0918409542864596
C00345,13.016181,77.5726554,2,5,2.3890526480253227,4.778105296050645
C00346,12.8620669,77.5639299,4,8,6.629263385873091,26.517053543492363
C00347,12.8843474,77.596172,1,8,3.982684265802547,3.982684265802547
C00348,12.9684464,77.6371542,1,1,1.5837636246624023,1.5837636246624023
C00349,12.973471,77.6064612,2,1,2.5325316291769284,5.065063258353857
C00350,12.9262096,77.6868139,3,4,4.6001788253962035,13.800536476188611
C00351,13.0240558,77.6240521,4,1,4.886539605396768,19.546158421587073
C00352,12.9588832,77.7192399,9,7,0.8070399262902898,7.2633593366126075
C00353,12.9798339,77.6361209,6,1,0.7986306501576305,4.7917839009457825
C00354,13.0833428,77.6435579,3,2,6.152851596880613,18.458554790641838
C00355,13.0247172,77.5483657,3,5,3.0042162958989382,9.012648887696814
C00356,12.9860932,77.7466835,2,7,3.4346232958688354,6.869246591737671
C00357,13.0276245,77.6324005,3,1,5.269417899814894,15.808253699444684
C00358,13.0142084,77.6362576,3,1,3.856141610222284,11.568424830666851
C00359,12.971597,77.5941126,4,1,3.8800167654914426,15.52006706196577
C00360,12.9296699,77.58844,2,8,1.3131848595148392,2.6263697190296784
C00361,12.983068,77.5959854,5,1,3.573746745389023,17.868733726945113
C00362,12.9702309,77.7308598,10,7,0.9814075137408359,9.81407513740836
C00363,12.913824,77.6325155,3,4,3.6354147061439446,10.906244118431834
C00364,13.011218,77.5554078,4,5,1.341738616040712,5.366954464162848
C00365,12.913213,77.6445226,5,4,2.6421822361259752,13.210911180629877
C00366,12.996409,77.6289225,3,1,1.7992595545732395,5.397778663719718
C00367,12.9917517,77.5576615,4,5,0.8670681859472631,3.4682727437890524
C00368,12.9423878,77.7474336,3,7,3.539194947989451,10.617584843968354
C00369,12.8664201,77.5354575,4,8,7.844307711026869,31.377230844107476
C00370,13.0096891,77.644262,2,1,3.676375984012028,7.352751968024056
C00371,13.0408816,77.5892901,3,2,4.242334763598014,12.727004290794042
C00372,12.9827478,77.5940108,5,1,3.784426551990705,18.922132759953524
C00373,12.9773082,77.5750587,9,5,3.0357627938378693,27.321865144540823
C00374,12.9210453,77.5835608,6,8,0.30419554093111784,1.825173245586707
C00375,12.8922252,77.6247786,15,4,3.7814553635135715,56.72183045270357
C00376,13.0339935,77.5688182,2,5,3.9716769209667944,7.943353841933589
C00377,12.9727753,77.606803,6,1,2.520967199849455,15.12580319909673
C00378,12.9591346,77.6565349,4,1,3.8078756985841764,15.231502794336706
C00379,12.9595569,77.5142941,15,3,3.857336494017134,57.86004741025701
C00380,12.9519348,77.7027723,2,7,2.6877884913673635,5.375576982734727
C00381,12.9876923,77.6769799,2,1,5.299549182073051,10.599098364146101
C00382,12.973415,77.6164258,2,1,1.5339817902836772,3.0679635805673544
C00383,13.0005913,77.5634317,1,5,0.5313033476343939,0.5313033476343939
