customer_id,latitude,longitude,volume
C00085,13.0233107,77.6373863,2
C00086,12.9772008,77.5733371,2
C00087,12.9517821,77.7001004,6
C00088,12.9857306,77.6145196,4
C00089,12.9958696,77.5025178,2
C00090,12.9095608,77.6043781,5
C00091,12.915413,77.6357011,4
C00092,12.9408887,77.6957776,7
C00093,13.0116759,77.5548264,2
C00094,12.9141965,77.6098793,3
C00095,12.9895619,77.7327219,3
C00096,12.9201628,77.6846279,1
C00097,12.9720276,77.6803329,4
C00098,12.9608058,77.7201818,4
C00099,12.86652,77.5993069,3
C00100,12.9793925,77.7512601,3
C00101,12.9583212,77.659636,1
C00102,13.0491569,77.4874879,2
C00103,12.8677963,77.5769733,3
C00104,13.0706821,77.5901444,2
C00105,13.095608,77.4040855,3
C00106,12.9561059,77.728155,4
C00107,12.8057638,77.6993057,12
C00108,13.1261778,77.5665048,4
C00109,13.1917707,77.6449996,4
C00110,12.9808177,77.535785,3
C00111,12.991706,77.6893145,1
C00112,12.9893109,77.7284525,3
C00113,13.0859294,77.5554179,3
C00114,12.9583367,77.7154806,19
C00115,12.9835508,77.602996,3
C00116,13.1993319,77.7088604,4
C00117,12.840586,77.6512633,3
C00118,12.9463287,77.6815209,1
C00119,12.9853462,77.5708101,7
C00120,12.9524904,77.5773248,6
C00121,12.9360247,77.7211769,6
C00122,12.9787862,77.6406827,2
C00123,13.0793576,77.607557,9
C00124,12.9466331,77.6186349,1
C00125,12.920006,77.6208506,5
C00126,13.0479002,77.5137672,15
C00127,12.9721449,77.6518743,2
C00128,12.9587374,77.5635594,2
C00129,12.999958,77.5526294,4
C00130,13.0191154,77.5851502,2
C00131,12.9167139,77.6214094,1
C00132,13.0848432,77.6406397,3
C00133,12.9915545,77.5710486,2
C00134,12.9698194,77.6317472,5
C00135,13.0295035,77.6379716,2
C00136,13.0813561,77.5597829,10
C00137,12.9827024,77.6346767,2
C00138,13.0018848,77.5944286,3
C00139,13.0553751,77.6322956,6
C00140,12.976856,77.5930816,1
C00141,13.0013412,77.6149976,4
C00142,12.8983182,77.6198745,8
C00143,12.9366068,77.5176248,1
C00144,12.9827236,77.5871529,4
C00145,12.9794855,77.6950527,4
C00146,12.9540038,77.5801262,6
C00147,12.931257,77.7418047,1
C00148,13.1284262,77.5725129,1
C00149,12.961826,77.6388929,5
C00150,12.9416715,77.5251166,4
C00151,12.9736956,77.6536931,4
C00152,13.0108586,77.5069287,4
C00153,12.9371376,77.6241392,2
C00154,13.0258423,77.585423,4
C00155,12.9423428,77.6947814,4
C00156,13.0666217,77.5961004,2
C00157,13.1259046,77.5917583,12
C00158,12.9348122,77.612678,5
C00159,12.8914399,77.577242,1
C00160,12.9151456,77.6325028,5
C00161,13.1038383,77.5742273,2
C00162,12.9713557,77.6063804,6
C00163,12.920717,77.6868756,7
C00164,12.981279,77.7088355,2
C00165,12.9492162,77.585193,7
C00166,12.9338175,77.6201615,4
C00167,12.8379839,77.6027762,6
C00168,13.1179122,77.6887357,13
C00169,12.9496369,77.5769836,3
C00170,12.9582751,77.5866433,2
C00171,12.9212407,77.5721232,2
C00172,12.8775861,77.5445791,2
C00173,13.0510007,77.5077223,3
C00174,12.9586058,77.5649032,4
C00175,12.9691447,77.6244445,4
C00176,12.9728225,77.537934,6
C00177,12.9409367,77.6958029,3
C00178,12.9743165,77.6076285,9
C00179,12.9481356,77.5999766,3
C00180,12.9916949,77.5710365,22
C00181,12.8976252,77.5994818,5
C00182,12.8807559,77.6455534,2
C00183,12.9249266,77.6890972,2
C00184,13.1998005,77.7106771,5
C00185,12.9028697,77.5214198,3
C00186,13.040877,77.6183731,5
C00187,12.9556699,77.5402492,5
C00188,12.9733973,77.5781068,3
C00189,13.0978039,77.5811889,2
C00190,12.9531464,77.652966,1
C00191,13.0453792,77.6267297,2
C00192,13.0186697,77.6596016,6
C00193,12.9889735,77.5468723,4
C00194,13.024502,77.6033331,1
C00195,12.9063347,77.4691479,4
C00196,12.882941,77.5831498,4
C00197,12.9558441,77.6928214,2
C00198,13.002768,77.5536287,4
C00199,12.9284272,77.5365559,3
C00200,13.0401523,77.6794578,1
C00201,12.9034398,77.5161114,4
C00202,13.03553,77.5027084,5
C00203,12.9100981,77.5921837,7
C00204,12.8349928,77.695376,7
C00205,12.8914742,77.5816905,1
C00206,13.0670424,77.5539093,2
C00207,12.9089414,77.6517168,5
C00208,12.9713351,77.6068689,5
C00209,12.9288673,77.5850418,5
C00210,12.9611063,77.5089279,49
C00211,12.9284692,77.5839834,5
C00212,12.9899192,77.5718369,7
C00213,12.9334096,77.5622345,6
C00214,12.919989,77.5139568,5
C00215,12.933081,77.7426334,3
C00216,12.9622462,77.6189542,6
C00217,13.0363059,77.5748837,2
C00218,12.9049503,77.6958191,3
C00219,12.9143691,77.600264,2
C00220,12.93132,77.6088007,4
C00221,12.9965158,77.6684619,17
C00222,13.0691775,77.6154768,1
C00223,12.9733,77.6074809,5
C00224,13.0481669,77.6288875,1
C00225,12.9875238,77.7469566,2
C00226,12.9975851,77.6136744,7
C00227,12.9222167,77.5893947,3
C00228,12.9386194,77.6968704,2
C00229,12.9334666,77.6208718,2
C00230,12.952795,77.6402944,5
C00231,12.9375675,77.7476451,2
C00232,13.073014,77.7921381,4
C00233,13.1045677,77.4344668,3
C00234,12.8932294,77.6199699,2
C00235,12.980827,77.6397762,15
C00236,12.9603157,77.5930493,5
C00237,12.9365433,77.6067081,1
C00238,12.9738764,77.609241,4
C00239,12.8655685,77.6001278,2
C00240,12.9702558,77.6281889,6
C00241,12.9048732,77.7251308,2
C00242,13.0420275,77.6196581,3
C00243,13.0753537,77.5676271,5
C00244,12.9641353,77.5513024,6
C00245,12.9167282,77.5997303,1
C00246,12.9786029,77.6310756,3
C00247,12.9208893,77.5971712,2
C00248,12.9491329,77.6213403,2
C00249,12.9652692,77.6393889,11
C00250,12.9110517,77.6517239,4
C00251,12.9366448,77.612113,1
C00252,12.9156309,77.6468534,6
C00253,13.1050815,77.5928726,15
C00254,13.0287464,77.6638996,7
C00255,13.0056502,77.5485621,1
C00256,13.0296128,77.5607646,2
C00257,12.9829836,77.5856052,8
C00258,13.0350701,77.5276471,2
C00259,12.9708565,77.6067087,5
C00260,12.9251926,77.6803632,6
C00261,12.9314394,77.6913134,2
C00262,12.8482581,77.6625319,3
C00263,12.9227496,77.5839284,1
C00264,12.9179468,77.6493572,2
C00265,12.9977968,77.6959728,3
C00266,12.9672774,77.7163372,1
C00267,12.9698067,77.6383793,10
C00268,12.9989861,77.550271,1
C00269,12.8897698,77.5941264,2
C00270,12.9435401,77.5618941,4
C00271,13.0320546,77.5698106,9
C00272,13.0308448,77.6686663,1
C00273,13.0040144,77.568516,7
C00274,13.057495,77.5902182,3
C00275,12.9789434,77.6331909,2
C00276,12.9858992,77.5557672,5
C00277,12.9899286,77.7285916,4
C00278,12.9696041,77.6243903,2
C00279,12.991464,77.6151865,3
C00280,12.9737687,77.643565,3
C00281,12.8763595,77.6026806,4
C00282,12.9164462,77.6072593,5
C00283,13.023763,77.6029395,10
C00284,12.8916707,77.6195466,1
C00285,12.9826459,77.5374853,15
C00286,12.9017004,77.5823794,1
C00287,12.9898377,77.5550568,3
C00288,12.9796156,77.6413767,5
C00289,12.9973063,77.6138674,4
C00290,13.0520168,77.6460806,2
C00291,13.0383902,77.6640554,3
C00292,12.9385446,77.6261803,2
C00293,12.9082067,77.6516183,2
C00294,12.9749863,77.6066026,6
C00295,13.0987887,77.5728817,4
C00296,13.0078677,77.5795899,2
C00297,13.0662346,77.5972173,6
C00298,13.1412357,77.5260412,4
C00299,12.9174473,77.5777675,6
C00300,12.9322826,77.5836572,5
C00301,12.9635616,77.7493148,2
C00302,12.9365891,77.7503139,2
C00303,12.9636734,77.5740355,6
C00304,12.951206,77.5916371,5
C00305,12.935039,77.5859186,3
C00306,12.9375291,77.6176417,4
C00307,12.9557182,77.7243611,8
C00308,13.0367319,77.5237031,2
C00309,13.0575391,77.6439643,5
C00310,12.9147654,77.6383124,3
C00311,12.9812894,77.610261,3
C00312,13.0287107,77.5193387,7
C00313,12.9784564,77.708794,6
C00314,13.0483167,77.574566,6
C00315,13.1095538,77.6344905,8
C00316,12.9870531,77.5946559,3
C00317,13.0582022,77.6437419,5
C00318,12.9766767,77.5761455,3
C00319,12.8920902,77.5815631,4
C00320,13.0032862,77.5499273,3
C00321,13.086031,77.6862593,4
C00322,12.8975618,77.5464399,5
C00323,13.0283661,77.5863827,2
C00324,12.9943339,77.6155865,14
C00325,12.9875385,77.7461558,2
C00326,12.966924,77.5745737,1
C00327,12.9730408,77.6154753,7
C00328,13.0554499,77.6002759,6
C00329,12.9785564,77.6294684,5
C00330,12.9824433,77.5927509,5
C00331,12.910925,77.6098697,3
C00332,12.9564476,77.6963172,2
C00333,13.0146244,77.5852695,4
C00334,12.9390389,77.6259421,2
C00335,13.0380621,77.6261302,7
C00336,12.9945193,77.7578103,3
C00337,12.9709404,77.6402441,2
C00338,12.9884188,77.5378231,3
C00339,12.9511633,77.6402859,4
C00340,13.0610952,77.5065467,2
C00341,12.9276696,77.5150909,2
C00342,12.9444948,77.6297409,4
C00343,12.8929425,77.6077625,4
C00344,12.9919093,77.5705987,2
C00345,13.016181,77.5726554,2
C00346,12.8620669,77.5639299,4
C00347,12.8843474,77.596172,1
C00348,12.9684464,77.6371542,1
C00349,12.973471,77.6064612,2
C00350,12.9262096,77.6868139,3
C00351,13.0240558,77.6240521,4
C00352,12.9588832,77.7192399,9
C00353,12.9798339,77.6361209,6
C00354,13.0833428,77.6435579,3
C00355,13.0247172,77.5483657,3
C00356,12.9860932,77.7466835,2
C00357,13.0276245,77.6324005,3
C00358,13.0142084,77.6362576,3
C00359,12.971597,77.5941126,4
C00360,12.9296699,77.58844,2
C00361,12.983068,77.5959854,5
C00362,12.9702309,77.7308598,10
C00363,12.913824,77.6325155,3
C00364,13.011218,77.5554078,4
C00365,12.913213,77.6445226,5
C00366,12.996409,77.6289225,3
C00367,12.9917517,77.5576615,4
C00368,12.9423878,77.7474336,3
C00369,12.8664201,77.5354575,4
C00370,13.0096891,77.644262,2
C00371,13.0408816,77.5892901,3
C00372,12.9827478,77.5940108,5
C00373,12.9773082,77.5750587,9
C00374,12.9210453,77.5835608,6
C00375,12.8922252,77.6247786,15
C00376,13.0339935,77.5688182,2
C00377,12.9727753,77.606803,6
C00378,12.9591346,77.6565349,4
C00379,12.9595569,77.5142941,15
C00380,12.9519348,77.7027723,2
C00381,12.9876923,77.6769799,2
C00382,12.973415,77.6164258,2
C00383,13.0005913,77.5634317,1
C00384,13.1308842,77.4190932,2
C00385,13.0748888,77.6189885,2
C00386,12.8919438,77.5801537,4
C00387,12.934111,77.7448542,4
C00388,12.95223,77.6526779,12
C00389,12.8026883,77.5088247,6
C00390,13.0318378,77.6124561,2
C00391,12.9976869,77.5511653,2
C00392,12.987562,77.726836,5
C00393,12.9750833,77.6517316,1
C00394,12.910813,77.6403798,12
C00395,12.9724001,77.6510384,8
C00396,12.9273325,77.5182504,2
C00397,12.9865466,77.5950151,1
C00398,12.9179144,77.5967581,9
C00399,12.9898189,77.6540261,3
C00400,12.9320659,77.6182289,8
C00401,12.9172731,77.6450753,1
C00402,13.0363508,77.5980075,2
C00403,12.9207274,77.5835381,3
C00404,13.0036418,77.5700467,3
C00405,12.9528642,77.5289366,2
C00406,12.9748728,77.6065328,5
C00407,13.0034433,77.6323983,2
C00408,12.8478047,77.7648328,3
C00409,12.9482393,77.6988082,4
C00410,12.9602743,77.7199662,5
C00411,12.9386698,77.5524175,5
C00412,13.0024232,77.6613912,2
C00413,12.9588096,77.6177216,1
C00414,12.9393275,77.7294836,8
C00415,12.9701199,77.5762439,4
C00416,12.9723374,77.6187616,2
C00417,12.9355699,77.6142407,10
C00418,12.9522605,77.7002399,4
C00419,12.9294386,77.6325022,8
C00420,12.9983605,77.5491093,3
C00421,12.9797866,77.6211119,14
C00422,12.965423,77.6419072,11
C00423,13.0074466,77.5488708,3
C00424,12.8814903,77.4633765,7
C00425,13.0230217,77.6431387,5
C00426,13.0238806,77.643224,9
C00427,12.876884,77.6392801,2
C00428,13.0639147,77.589641,5
C00429,12.9570283,77.5694518,7
C00430,13.0056248,77.5622366,1
C00431,12.8297065,77.6818318,1
C00432,13.0687676,77.5547451,1
C00433,12.8896776,77.5820164,3
C00434,12.8998618,77.6085502,5
C00435,12.9747199,77.584898,10
C00436,12.9622109,77.5954049,3
C00437,12.8984265,77.6107309,10
C00438,12.9512344,77.5870455,1
C00439,12.9015042,77.5441292,1
C00440,13.0035647,77.5127828,3
C00441,12.9586983,77.5356684,4
C00442,12.9626393,77.5857113,3
C00443,12.9329962,77.5850947,1
C00444,12.9191813,77.6381379,3
C00445,12.9700452,77.6407993,1
C00446,13.0164088,77.5682496,5
C00447,12.8759894,77.5955735,4
C00448,12.9757596,77.5975294,2
C00449,12.8488383,77.6575738,2
C00450,13.129855,77.5870592,2
C00451,12.9604853,77.5680425,3
C00452,13.0579806,77.5942266,6
C00453,13.0038285,77.6154682,2
C00454,12.9675719,77.5746436,5
C00455,13.0770012,77.5581038,2
C00456,12.9447294,77.4964669,2
C00457,12.8645386,77.5982045,3
C00458,12.9444702,77.5847747,2
C00459,12.9152752,77.5394034,2
C00460,12.9239802,77.5837211,1
C00461,12.9745173,77.6074333,13
C00462,13.0011064,77.5969579,3
C00463,12.928997,77.5861425,2
C00464,13.0146472,77.5782943,4
C00465,12.9432666,77.5585119,3
C00466,12.9751276,77.6472097,3
C00467,12.9895972,77.7280808,5
C00468,12.967291,77.5429164,6
C00469,12.9756151,77.6411895,2
C00470,12.9752011,77.6041985,2
C00471,12.9528447,77.571206,3
C00472,12.9510527,77.5911638,1
C00473,12.9785778,77.5720175,1
C00474,12.9690294,77.7500256,9
C00475,12.908221,77.6403396,11
C00476,12.9656927,77.6001774,3
C00477,13.0052576,77.5715263,5
C00478,13.0397397,77.5640747,4
C00479,12.9047743,77.6919057,29
C00480,12.934246,77.6157354,7
C00481,13.0185287,77.6549166,3
C00482,12.9776695,77.5553656,2
C00483,13.0069903,77.7543365,1
C00484,12.953323,77.6498665,4
C00485,13.0412578,77.5902846,2
C00486,12.9401156,77.5839124,1
C00487,12.9712331,77.5373405,2
C00488,13.0370746,77.5656715,2
C00489,12.81802,77.4928871,11
C00490,13.0544797,77.6710295,6
C00491,13.0020607,77.6324471,3
C00492,12.9734934,77.6078611,9
C00493,13.0222667,77.6470832,4
C00494,12.9375545,77.6281177,2
C00495,12.8720023,77.5701117,10
C00496,12.9491696,77.5853015,5
C00497,12.9720123,77.6409807,2
C00498,12.9595272,77.6564161,3
C00499,13.0395699,77.6073304,2
C00500,13.0639378,77.5899559,1
C00501,12.8846435,77.5527546,6
C00502,12.9043117,77.568727,13
C00503,13.0090515,77.5807017,1
C00504,12.9720694,77.6089097,5
C00505,12.9757691,77.6228178,2
C00506,12.9443543,77.6945749,2
C00507,12.9607836,77.6003789,2
C00508,12.9479149,77.5794869,2
C00509,13.0303875,77.6079607,3
C00510,13.0007109,77.6239498,2
C00511,13.020096,77.6929133,4
C00512,12.9188259,77.6701594,3
C00513,12.9714816,77.7064422,3
C00514,12.9945449,77.6084153,2
C00515,12.9555907,77.7253412,2
C00516,12.91268,77.679947,6
C00517,12.9479011,77.6993831,5
C00518,12.8966309,77.5862714,2
C00519,12.9369135,77.6905688,4
C00520,12.9548407,77.6491037,6
C00521,12.9791558,77.6355262,1
C00522,13.0882301,77.5560431,5
C00523,12.9140448,77.6383391,2
C00524,12.9721987,77.6976091,5
C00525,12.9745034,77.7212365,2
C00526,12.984305,77.7515099,1
C00527,12.9271045,77.5763095,1
C00528,12.9560863,77.5771714,3
C00529,13.0068743,77.6125185,4
C00530,13.0217392,77.6397872,2
C00531,12.9200698,77.667263,5
C00532,12.8466888,77.6715401,1
C00533,12.937648,77.6267717,3
C00534,12.9118578,77.6517238,1
C00535,12.8376225,77.6581721,2
C00536,12.910803,77.5787134,3
C00537,12.9810472,77.6371441,2
C00538,12.9964948,77.5632993,3
C00539,12.953493,77.7180598,7
C00540,13.0197834,77.673589,2
C00541,13.0276331,77.63229,6
C00542,13.0147187,77.5539779,2
C00543,12.9894159,77.556053,5
C00544,12.832975,77.5891537,9
C00545,13.0860793,77.5556803,1
C00546,12.9176041,77.5927545,2
C00547,12.8564021,77.6634179,5
C00548,13.0257924,77.6037965,3
C00549,12.9978986,77.4895384,4
C00550,12.9079064,77.640438,2
C00551,12.9592729,77.5360288,4
C00552,12.9706111,77.6447314,3
C00553,12.906053,77.5897421,8
C00554,12.8749691,77.5950421,4
C00555,12.9879742,77.5764499,4
C00556,13.1677718,77.6250708,2
C00557,12.9642449,77.5923432,2
C00558,12.9231939,77.5851987,2
C00559,13.0018028,77.5712157,4
C00560,12.9610494,77.5124747,2
C00561,12.8906819,77.5819411,4
C00562,12.9675529,77.6109517,14
C00563,12.9689388,77.5950441,6
C00564,12.9752206,77.6221318,3
C00565,12.9680925,77.5700945,8
C00566,13.0014935,77.5694596,2
C00567,13.0387546,77.6415959,1
C00568,12.992784,77.5742564,2
C00569,12.9755955,77.6164167,1
C00570,13.0021998,77.6251814,3
C00571,12.8991373,77.7131919,3
C00572,13.0334391,77.5557171,11
C00573,12.9109842,77.6001833,4
C00574,13.0627726,77.5872356,3
C00575,13.0682587,77.5566819,6
C00576,13.0230704,77.6508206,1
C00577,12.973528,77.6203608,4
C00578,13.0285112,77.5835663,6
C00579,13.0342601,77.574479,1
C00580,12.9140082,77.607945,7
C00581,12.9688815,77.5791931,4
C00582,12.9701273,77.6445989,2
C00583,13.0085545,77.5635455,5
C00584,12.9565025,77.7455903,16
C00585,12.9155206,77.6449606,4
C00586,13.0765293,77.5937558,4
C00587,13.0082237,77.6952052,2
C00588,12.8662453,77.7683221,2
C00589,13.0636881,77.5905633,6
C00590,13.0011065,77.624216,2
C00591,12.9093844,77.6378877,3
C00592,12.9378029,77.5755637,2
C00593,12.9858618,77.5877734,5
C00594,12.9505504,77.5934449,4
C00595,12.9862367,77.5707724,7
C00596,12.9188186,77.6097984,2
C00597,12.9693009,77.6317545,3
C00598,12.9368587,77.6200385,2
C00599,12.9623762,77.7165261,2
C00600,12.9269593,77.5454463,4
C00601,12.9719543,77.6409398,6
C00602,12.9243833,77.4867217,2
C00603,12.8889433,77.6027595,6
C00604,12.9012706,77.7079872,9
C00605,12.9841703,77.5869736,4
C00606,13.1025916,77.6292752,12
C00607,12.9485561,77.5806108,2
C00608,13.0370574,77.5896455,1
C00609,13.0006319,77.663217,1
C00610,12.9681189,77.54325,9
C00611,12.9100655,77.5921205,5
C00612,12.9036309,77.5440956,3
C00613,12.9061152,77.5887159,4
C00614,12.9166545,77.5942339,2
C00615,12.9456627,77.570339,18
C00616,12.9659365,77.7138374,4
C00617,12.9510578,77.5829803,4
C00618,13.0012808,77.5783329,6
C00619,12.8794525,77.7615986,5
C00620,13.0687552,77.6034879,4
C00621,13.0068461,77.5691003,2
C00622,12.9503659,77.6151518,5
C00623,12.9126891,77.6325502,12
C00624,12.97241,77.6511337,9
C00625,13.0636616,77.5899684,10
C00626,12.9105841,77.6008291,2
C00627,12.9607841,77.7148673,2
C00628,12.9396495,77.5853022,3
C00629,12.9564551,77.709996,3
C00630,12.9785713,77.4778584,7
C00631,13.0282177,77.6207124,1
C00632,12.9757481,77.5373265,10
C00633,12.9350476,77.613283,3
C00634,12.9738188,77.5910912,2
C00635,13.0065349,77.6237528,2
C00636,12.965757,77.5904035,1
C00637,12.9562633,77.7295136,6
C00638,12.8801983,77.5144615,3
C00639,13.0242739,77.5981924,1
C00640,12.967716,77.5054094,1
C00641,12.9149968,77.6449862,3
C00642,13.0811411,77.5879745,11
C00643,12.9856882,77.5565229,3
C00644,12.980087,77.6461181,1
C00645,13.0014995,77.6308859,3
C00646,12.9196523,77.6114056,3
C00647,12.9572056,77.7371941,1
C00648,13.0039619,77.6273052,3
C00649,12.9635773,77.7481446,3
C00650,13.0708682,77.5895852,5
C00651,13.0958449,77.7353505,12
C00652,13.0113593,77.5566723,7
C00653,12.9946468,77.6092321,3
C00654,12.976722,77.5933363,2
C00655,12.9857143,77.6462187,20
C00656,13.0374105,77.6082063,3
C00657,12.9739057,77.7530511,3
C00658,12.9642138,77.5776413,3
C00659,12.9368847,77.6246206,4
C00660,12.9617515,77.7302214,3
C00661,12.9677987,77.654435,2
C00662,12.9692952,77.5766217,2
C00663,12.931392,77.5683011,3
C00664,12.8899259,77.6392156,2
C00665,12.9607436,77.6389824,2
C00666,13.0238561,77.7469162,4
C00667,12.9607301,77.527248,3
C00668,13.0474129,77.628536,10
C00669,13.005019,77.6239403,1
C00670,12.9646524,77.6602981,7
C00671,13.0062108,77.5712536,8
C00672,12.9700441,77.5764584,1
C00673,13.0198088,77.5837552,3
C00674,12.9592212,77.7182084,3
C00675,12.9872074,77.7538642,1
C00676,12.9945667,77.5691333,2
C00677,13.0541756,77.6019547,2
C00678,12.975719,77.606009,11
C00679,13.033163,77.5691004,6
C00680,12.8593715,77.5703418,8
C00681,13.0489302,77.5977161,6
C00682,12.9099986,77.5928725,2
C00683,12.9723773,77.6165146,2
C00684,12.9228872,77.6174916,5
C00685,12.912102,77.4916924,1
C00686,13.0296603,77.5805059,5
C00687,12.9688306,77.7999412,3
C00688,12.9394985,77.7230174,3
C00689,12.9086939,77.6037357,5
C00690,13.0674903,77.5754418,5
C00691,13.0752074,77.5576357,3
C00692,13.0053362,77.5715593,7
C00693,12.9987069,77.5699054,2
C00694,12.9701239,77.6357946,5
C00695,13.0553344,77.6002401,5
C00696,12.9261578,77.6761827,3
C00697,12.9986872,77.5531093,4
C00698,12.841845,77.6770949,1
C00699,12.9106109,77.6520674,6
C00700,12.9783733,77.576356,3
C00701,12.9383901,77.7469296,2
C00702,12.9582555,77.7031243,7
C00703,12.9592189,77.6550673,2
C00704,12.9811714,77.6059779,1
C00705,13.0605758,77.5939077,1
C00706,13.0684459,77.5543868,5
C00707,13.0933683,77.5939798,1
C00708,12.9558306,77.7137275,11
C00709,12.9288251,77.6303011,1
C00710,13.0076533,77.5483261,11
C00711,12.9737489,77.590017,4
C00712,12.9567487,77.700455,3
C00713,12.9891269,77.7184682,2
C00714,12.970121,77.6368712,4
C00715,12.9627703,77.6424953,3
C00716,12.9812254,77.5637346,7
C00717,12.9287251,77.5911273,4
C00718,12.9568252,77.7408435,4
C00719,12.9809794,77.5975758,3
C00720,12.9621375,77.6365672,3
C00721,13.0219084,77.6577437,4
C00722,12.9778265,77.5935704,1
C00723,12.9893211,77.7320373,1
C00724,12.9437494,77.5716777,6
C00725,13.0206859,77.5521442,4
C00726,12.852801,77.5880283,3
C00727,13.0155071,77.702372,3
C00728,13.0411886,77.623837,4
C00729,12.9331051,77.62526,2
C00730,12.9700592,77.5763455,2
C00731,12.9928196,77.5306777,4
C00732,13.028586,77.5406946,2
C00733,12.9975224,77.6148206,4
C00734,12.9496114,77.5790786,1
C00735,12.9989809,77.5694952,7
C00736,12.9700003,77.6410842,5
C00737,12.9694309,77.6829853,4
C00738,12.914082,77.6105925,7
C00739,12.9736663,77.642755,11
C00740,12.9568108,77.7365507,7
C00741,12.808615,77.699385,1
C00742,12.9752086,77.6068423,1
C00743,13.1036863,77.5769869,2
C00744,12.9992771,77.4961909,3
C00745,13.0572301,77.6441366,5
C00746,13.0478429,77.6446325,2
C00747,12.9836112,77.752016,4
C00748,12.978349,77.6315072,2
C00749,12.9240063,77.6545058,2
C00750,13.120648,77.6114683,1
C00751,12.9834422,77.5958308,2
C00752,12.9881698,77.6897409,1
C00753,12.8872184,77.4533279,2
C00754,12.8761282,77.5956939,7
C00755,13.0638418,77.5872695,2
C00756,13.0116624,77.5549201,21
C00757,12.9796282,77.7243891,5
C00758,12.9445779,77.6949987,4
C00759,12.9285179,77.5843951,2
C00760,12.9633811,77.606725,5
C00761,13.0174886,77.5919026,2
C00762,12.9153637,77.6448637,4
C00763,12.9594016,77.7184562,20
C00764,12.9413253,77.5212118,3
C00765,12.9824116,77.7163129,7
C00766,13.0556069,77.6449111,2
C00767,12.9137354,77.6063863,3
C00768,12.9782761,77.587084,11
C00769,12.9138278,77.6068639,2
C00770,12.989817,77.5558289,12
C00771,12.9843577,77.7496932,5
C00772,13.0219543,77.5534496,2
C00773,12.910721,77.6491129,5
C00774,12.874452,77.5383926,7
C00775,12.9547472,77.6982166,5
C00776,12.9782427,77.6303751,1
C00777,12.9559991,77.5806662,2
C00778,13.1925241,77.6456434,3
C00779,13.06084,77.5756311,3
C00780,13.1037228,77.5755565,5
C00781,12.9219633,77.5896562,4
C00782,12.9782811,77.6609695,1
C00783,12.9591813,77.6382984,4
C00784,12.8747315,77.7663458,5
C00785,13.0712519,77.5900659,5
